TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
SAC,1/25/18,SAC @ MIA,W,240,89,38,81,.469,5,12,.417,8,14,.571,5,33,38,17,3,6,13,21,1
MIN,1/25/18,MIN @ GSW,L,240,113,46,101,.455,6,20,.300,15,18,.833,13,30,43,25,9,3,10,15,-13
WAS,1/25/18,WAS @ OKC,L,240,112,42,86,.488,16,35,.457,12,16,.750,12,27,39,25,10,2,23,25,-9
DEN,1/25/18,DEN vs. NYK,W,240,130,48,80,.600,14,28,.500,20,24,.833,2,30,32,36,3,2,13,20,12
MIA,1/25/18,MIA vs. SAC,L,240,88,31,82,.378,12,34,.353,14,18,.778,7,39,46,19,8,4,13,19,-1
NYK,1/25/18,NYK @ DEN,L,240,118,45,82,.549,8,21,.381,20,24,.833,3,30,33,32,9,5,10,20,-12
CLE,1/26/18,CLE vs. IND,W,240,115,46,82,.561,13,37,.351,10,13,.769,8,36,44,27,13,4,20,11,7
PHI,1/26/18,PHI @ SAS,W,240,97,38,79,.481,9,21,.429,12,18,.667,12,38,50,23,5,4,9,20,19
ATL,1/26/18,ATL @ CHA,L,240,110,37,79,.468,15,30,.500,21,25,.840,6,33,39,23,6,5,20,26,-11
DAL,1/26/18,DAL vs. POR,L,240,93,35,89,.393,10,30,.333,13,17,.765,8,29,37,17,9,3,5,19,-14
POR,1/26/18,POR @ DAL,W,240,107,39,79,.494,10,30,.333,19,23,.826,10,44,54,20,4,6,14,17,14
TOR,1/26/18,TOR vs. UTA,L,240,93,37,95,.389,7,27,.259,12,17,.706,16,36,52,23,10,13,11,18,-4
CHA,1/26/18,CHA vs. ATL,W,240,121,40,88,.455,13,34,.382,28,32,.875,11,32,43,25,13,8,11,25,11
NOP,1/26/18,NOP vs. HOU,W,240,115,44,82,.537,11,27,.407,16,21,.762,6,36,42,36,8,5,15,26,2
LAC,1/26/18,LAC @ MEM,W,240,109,39,80,.488,10,27,.370,21,29,.724,3,33,36,23,15,6,10,20,9
UTA,1/26/18,UTA @ TOR,W,240,97,36,87,.414,10,21,.476,15,21,.714,10,37,47,20,7,5,13,16,4
IND,1/26/18,IND @ CLE,L,240,108,43,91,.473,13,31,.419,9,11,.818,8,29,37,27,13,1,16,15,-7
BKN,1/26/18,BKN @ MIL,L,240,91,33,89,.371,8,34,.235,17,20,.850,11,34,45,18,5,2,14,19,-25
NYK,1/26/18,NYK @ PHX,W,240,107,41,85,.482,9,25,.360,16,22,.727,10,39,49,25,7,10,16,20,22
LAL,1/26/18,LAL @ CHI,W,240,108,41,91,.451,5,24,.208,21,28,.750,10,38,48,23,6,3,9,23,5
HOU,1/26/18,HOU @ NOP,L,240,113,36,78,.462,12,36,.333,29,35,.829,2,33,35,22,10,2,12,23,-2
SAS,1/26/18,SAS vs. PHI,L,240,78,30,75,.400,3,24,.125,15,18,.833,5,31,36,20,6,5,9,14,-19
MIL,1/26/18,MIL vs. BKN,W,240,116,43,83,.518,12,23,.522,18,20,.900,3,41,44,28,9,6,9,17,25
MEM,1/26/18,MEM vs. LAC,L,240,100,39,81,.481,8,27,.296,14,18,.778,8,35,43,31,1,9,19,24,-9
CHI,1/26/18,CHI vs. LAL,L,240,103,35,93,.376,17,36,.472,16,24,.667,16,37,53,21,3,7,13,25,-5
PHX,1/26/18,PHX vs. NYK,L,240,85,33,94,.351,11,33,.333,8,13,.615,12,30,42,15,6,3,14,24,-22
IND,1/27/18,IND vs. ORL,W,240,114,47,87,.540,5,18,.278,15,19,.789,9,29,38,25,9,1,9,24,2
BOS,1/27/18,BOS @ GSW,L,240,105,37,85,.435,14,28,.500,17,24,.708,11,34,45,17,6,2,14,23,-4
WAS,1/27/18,WAS @ ATL,W,240,129,49,85,.576,18,32,.563,13,14,.929,7,31,38,40,7,6,12,21,25
ATL,1/27/18,ATL vs. WAS,L,240,104,38,88,.432,12,43,.279,16,21,.762,11,21,32,24,2,4,12,15,-25
BKN,1/27/18,BKN @ MIN,L,240,97,38,82,.463,9,30,.300,12,15,.800,11,32,43,22,3,7,15,19,-14
DAL,1/27/18,DAL @ DEN,L,240,89,34,85,.400,11,31,.355,10,19,.526,8,35,43,17,8,5,8,15,-2
OKC,1/27/18,OKC @ DET,W,240,121,45,93,.484,14,33,.424,17,23,.739,13,30,43,23,9,2,9,20,13
GSW,1/27/18,GSW vs. BOS,W,240,109,38,84,.452,10,27,.370,23,26,.885,10,33,43,19,9,9,11,17,4
CHA,1/27/18,CHA @ MIA,L,240,91,29,84,.345,5,24,.208,28,35,.800,12,34,46,12,6,6,7,15,-4
DEN,1/27/18,DEN vs. DAL,W,240,91,34,81,.420,12,33,.364,11,15,.733,9,44,53,23,6,8,14,21,2
DET,1/27/18,DET vs. OKC,L,240,108,39,84,.464,12,33,.364,18,24,.750,13,30,43,24,4,3,16,20,-13
ORL,1/27/18,ORL @ IND,L,240,112,42,77,.545,8,25,.320,20,32,.625,13,27,40,21,6,7,14,18,-2
MIN,1/27/18,MIN vs. BKN,W,240,111,42,96,.438,4,21,.190,23,26,.885,16,33,49,20,9,7,5,12,14
MIA,1/27/18,MIA vs. CHA,W,240,95,38,85,.447,8,26,.308,11,18,.611,11,40,51,25,4,5,12,24,4
MIL,1/28/18,MIL @ CHI,W,240,110,41,77,.532,13,28,.464,15,25,.600,7,36,43,28,11,4,14,16,14
LAC,1/28/18,LAC @ NOP,W,240,112,45,96,.469,9,28,.321,13,18,.722,11,39,50,29,7,4,12,19,9
TOR,1/28/18,TOR vs. LAL,W,240,123,46,92,.500,12,31,.387,19,25,.760,12,41,53,23,4,4,14,23,12
HOU,1/28/18,HOU vs. PHX,W,240,113,32,72,.444,11,37,.297,38,49,.776,5,38,43,17,8,2,12,21,11
SAS,1/28/18,SAS vs. SAC,W,240,113,45,90,.500,11,25,.440,12,17,.706,13,39,52,33,4,2,7,13,15
LAL,1/28/18,LAL @ TOR,L,240,111,40,91,.440,8,25,.320,23,33,.697,13,31,44,22,9,4,14,21,-12
PHI,1/28/18,PHI @ OKC,L,240,112,38,76,.500,11,29,.379,25,31,.806,12,28,40,19,7,5,14,26,-10
CHI,1/28/18,CHI vs. MIL,L,240,96,36,87,.414,12,34,.353,12,15,.800,10,31,41,25,8,2,16,18,-14
DET,1/28/18,DET @ CLE,L,240,104,40,95,.421,14,36,.389,10,13,.769,7,36,43,31,5,6,6,23,-17
PHX,1/28/18,PHX @ HOU,L,240,102,36,85,.424,8,33,.242,22,26,.846,7,36,43,17,7,2,12,29,-11
NOP,1/28/18,NOP vs. LAC,L,240,103,38,85,.447,9,35,.257,18,25,.720,7,40,47,23,9,6,15,20,-9
OKC,1/28/18,OKC vs. PHI,W,240,122,45,92,.489,10,33,.303,22,30,.733,17,24,41,21,7,3,10,25,10
SAC,1/28/18,SAC @ SAS,L,240,98,35,82,.427,18,34,.529,10,11,.909,6,28,34,21,5,3,9,20,-15
CLE,1/28/18,CLE vs. DET,W,240,121,42,83,.506,15,35,.429,22,26,.846,4,41,45,27,2,3,10,14,17
CHA,1/29/18,CHA @ IND,L,240,96,37,83,.446,9,31,.290,13,20,.650,11,29,40,18,5,2,16,14,-9
BOS,1/29/18,BOS @ DEN,W,240,111,43,91,.473,17,36,.472,8,10,.800,10,30,40,28,4,6,9,19,1
PHX,1/29/18,PHX @ MEM,L,240,109,38,82,.463,7,23,.304,26,36,.722,15,22,37,20,11,2,19,20,-11
ATL,1/29/18,ATL vs. MIN,W,240,105,39,79,.494,13,34,.382,14,16,.875,8,36,44,27,8,8,21,18,5
IND,1/29/18,IND vs. CHA,W,240,105,45,83,.542,6,21,.286,9,11,.818,6,32,38,28,7,3,12,19,9
MEM,1/29/18,MEM vs. PHX,W,240,120,47,83,.566,11,22,.500,15,18,.833,12,26,38,29,7,9,20,27,11
DAL,1/29/18,DAL vs. MIA,L,240,88,33,86,.384,8,29,.276,14,16,.875,11,29,40,20,10,3,12,22,-7
DEN,1/29/18,DEN vs. BOS,L,240,110,42,93,.452,10,33,.303,16,21,.762,15,32,47,31,4,3,10,14,-1
MIA,1/29/18,MIA @ DAL,W,240,95,34,75,.453,12,31,.387,15,19,.789,11,30,41,23,9,11,16,19,7
MIL,1/29/18,MIL vs. PHI,W,240,107,38,80,.475,11,28,.393,20,22,.909,8,34,42,26,6,8,9,19,12
PHI,1/29/18,PHI @ MIL,L,240,95,36,82,.439,2,26,.077,21,23,.913,10,33,43,22,5,4,14,17,-12
MIN,1/29/18,MIN @ ATL,L,240,100,39,83,.470,7,19,.368,15,18,.833,7,28,35,24,15,5,13,18,-5
UTA,1/30/18,UTA vs. GSW,W,240,129,53,91,.582,14,28,.500,9,14,.643,7,35,42,25,16,3,11,22,30
DEN,1/30/18,DEN @ SAS,L,240,104,40,86,.465,10,23,.435,14,14,1.000,10,28,38,22,11,6,13,14,-2
HOU,1/30/18,HOU vs. ORL,W,240,114,39,77,.506,13,35,.371,23,28,.821,8,32,40,17,5,5,12,15,7
DET,1/30/18,DET vs. CLE,W,240,125,49,93,.527,9,23,.391,18,28,.643,8,39,47,30,12,5,10,27,11
CLE,1/30/18,CLE @ DET,L,240,114,38,84,.452,13,35,.371,25,32,.781,7,34,41,24,2,5,15,22,-11
GSW,1/30/18,GSW @ UTA,L,240,99,39,85,.459,5,25,.200,16,21,.762,11,26,37,27,10,7,19,16,-30
SAC,1/30/18,SAC @ NOP,W,240,114,46,97,.474,10,26,.385,12,14,.857,14,35,49,22,7,1,14,21,11
TOR,1/30/18,TOR vs. MIN,W,240,109,39,81,.481,9,29,.310,22,26,.846,9,30,39,28,3,4,8,18,5
POR,1/30/18,POR @ LAC,W,240,104,36,98,.367,13,30,.433,19,22,.864,18,41,59,21,12,6,12,21,8
OKC,1/30/18,OKC @ WAS,L,240,96,30,80,.375,9,32,.281,27,34,.794,14,38,52,19,7,8,20,24,-6
ORL,1/30/18,ORL @ HOU,L,240,107,42,83,.506,15,31,.484,8,10,.800,7,26,33,26,6,4,10,22,-7
SAS,1/30/18,SAS vs. DEN,W,240,106,46,92,.500,9,24,.375,5,5,1.000,13,30,43,33,4,9,16,15,2
MIN,1/30/18,MIN @ TOR,L,240,104,42,85,.494,5,12,.417,15,24,.625,10,30,40,21,4,2,8,19,-5
NYK,1/30/18,NYK vs. BKN,W,240,111,39,89,.438,13,26,.500,20,25,.800,12,35,47,22,6,6,11,13,16
WAS,1/30/18,WAS vs. OKC,W,240,102,34,89,.382,7,25,.280,27,29,.931,7,36,43,27,8,7,12,28,6
LAC,1/30/18,LAC vs. POR,L,240,96,35,85,.412,6,22,.273,20,26,.769,9,41,50,22,5,7,13,17,-8
NOP,1/30/18,NOP vs. SAC,L,240,103,39,77,.506,9,25,.360,16,22,.727,2,34,36,26,7,8,15,18,-11
BKN,1/30/18,BKN @ NYK,L,240,95,36,87,.414,9,37,.243,14,16,.875,11,38,49,15,6,3,17,21,-16
CHA,1/31/18,CHA @ ATL,W,240,123,46,90,.511,17,32,.531,14,18,.778,12,30,42,29,6,1,10,21,13
CHI,1/31/18,CHI @ POR,L,240,108,41,99,.414,13,34,.382,13,22,.591,12,24,36,19,10,4,6,16,-16
BKN,1/31/18,BKN vs. PHI,W,240,116,39,77,.506,13,32,.406,25,28,.893,9,30,39,19,3,9,11,26,8
ATL,1/31/18,ATL vs. CHA,L,240,110,39,77,.506,12,32,.375,20,22,.909,4,25,29,26,5,4,9,16,-13
PHI,1/31/18,PHI @ BKN,L,240,108,36,76,.474,7,18,.389,29,34,.853,6,27,33,17,7,5,8,21,-8
DAL,1/31/18,DAL @ PHX,L,240,88,32,88,.364,10,36,.278,14,26,.538,15,34,49,18,11,4,12,18,-14
PHX,1/31/18,PHX vs. DAL,W,240,102,40,83,.482,11,30,.367,11,15,.733,8,39,47,23,9,3,17,29,14
BOS,1/31/18,BOS vs. NYK,W,240,103,40,83,.482,11,26,.423,12,20,.600,5,44,49,27,8,3,9,22,30
LAL,1/31/18,LAL @ ORL,L,240,105,39,83,.470,4,20,.200,23,30,.767,11,32,43,18,7,1,16,18,-22
MEM,1/31/18,MEM @ IND,L,240,101,39,82,.476,12,26,.462,11,15,.733,14,27,41,20,10,1,18,21,-4
ORL,1/31/18,ORL vs. LAL,W,240,127,44,81,.543,18,32,.563,21,29,.724,4,31,35,28,13,4,14,23,22
CLE,1/31/18,CLE vs. MIA,W,240,91,28,80,.350,6,26,.231,29,38,.763,7,38,45,18,9,5,16,20,2
NYK,1/31/18,NYK @ BOS,L,240,73,28,87,.322,3,17,.176,14,21,.667,9,35,44,16,4,4,14,17,-30
MIA,1/31/18,MIA @ CLE,L,240,89,36,83,.434,3,28,.107,14,25,.560,6,46,52,17,8,5,19,25,-2
POR,1/31/18,POR vs. CHI,W,240,124,46,82,.561,15,32,.469,17,20,.850,5,43,48,21,3,6,17,19,16
IND,1/31/18,IND vs. MEM,W,240,105,37,70,.529,10,26,.385,21,31,.677,8,25,33,20,16,4,14,15,4
HOU,2/1/18,HOU @ SAS,W,240,102,37,83,.446,14,42,.333,14,17,.824,7,31,38,20,10,7,9,16,11
OKC,2/1/18,OKC @ DEN,L,240,124,51,98,.520,9,28,.321,13,17,.765,9,31,40,34,5,6,7,18,-3
SAS,2/1/18,SAS vs. HOU,L,240,91,35,83,.422,6,24,.250,15,17,.882,9,37,46,21,7,5,16,12,-11
WAS,2/1/18,WAS vs. TOR,W,240,122,44,85,.518,10,30,.333,24,26,.923,12,32,44,30,10,2,16,21,3
DET,2/1/18,DET vs. MEM,W,240,104,35,76,.461,7,25,.280,27,37,.730,4,37,41,20,8,4,7,19,2
MIL,2/1/18,MIL @ MIN,L,240,89,32,85,.376,6,29,.207,19,25,.760,15,28,43,19,6,1,15,21,-19
DEN,2/1/18,DEN vs. OKC,W,240,127,50,97,.515,15,38,.395,12,17,.706,9,34,43,32,3,10,11,17,3
TOR,2/1/18,TOR @ WAS,L,240,119,44,83,.530,12,29,.414,19,24,.792,8,24,32,20,7,3,18,26,-3
MEM,2/1/18,MEM @ DET,L,240,102,40,96,.417,8,31,.258,14,14,1.000,10,39,49,22,3,3,9,24,-2
MIN,2/1/18,MIN vs. MIL,W,240,108,42,78,.538,7,19,.368,17,20,.850,4,35,39,27,8,7,13,15,19
NYK,2/2/18,NYK @ MIL,L,240,90,36,89,.404,5,25,.200,13,17,.765,18,39,57,24,7,4,18,21,-2
UTA,2/2/18,UTA @ PHX,W,240,129,51,90,.567,15,29,.517,12,17,.706,9,42,51,30,7,6,11,21,32
GSW,2/2/18,GSW @ SAC,W,240,119,44,80,.550,17,33,.515,14,16,.875,7,44,51,25,8,4,25,19,15
PHI,2/2/18,PHI vs. MIA,W,240,103,42,85,.494,8,24,.333,11,15,.733,9,30,39,28,9,4,10,23,6
SAC,2/2/18,SAC vs. GSW,L,240,104,42,95,.442,10,25,.400,10,15,.667,6,27,33,22,16,3,10,14,-15
LAL,2/2/18,LAL @ BKN,W,240,102,39,92,.424,10,26,.385,14,20,.700,18,38,56,21,5,6,15,18,3
MIA,2/2/18,MIA @ PHI,L,240,97,34,87,.391,12,37,.324,17,26,.654,16,33,49,20,3,5,11,16,-6
MIL,2/2/18,MIL vs. NYK,W,240,92,33,76,.434,7,24,.292,19,26,.731,4,32,36,18,10,8,11,21,2
BKN,2/2/18,BKN vs. LAL,L,240,99,37,82,.451,9,29,.310,16,23,.696,5,33,38,20,7,8,11,18,-3
OKC,2/2/18,OKC vs. NOP,L,240,100,37,97,.381,9,36,.250,17,20,.850,15,37,52,24,6,5,16,18,-14
PHX,2/2/18,PHX vs. UTA,L,240,97,36,87,.414,9,33,.273,16,19,.842,6,26,32,19,7,5,12,25,-32
ATL,2/2/18,ATL @ BOS,L,240,110,34,80,.425,11,31,.355,31,34,.912,4,32,36,21,6,4,12,18,-9
CHA,2/2/18,CHA vs. IND,W,240,133,44,83,.530,15,33,.455,30,34,.882,11,32,43,27,5,2,15,21,7
POR,2/2/18,POR @ TOR,L,240,105,37,73,.507,7,21,.333,24,33,.727,4,32,36,20,4,2,10,15,-25
BOS,2/2/18,BOS vs. ATL,W,240,119,45,89,.506,11,24,.458,18,20,.900,7,35,42,26,8,3,11,23,9
IND,2/2/18,IND @ CHA,L,240,126,44,87,.506,12,29,.414,26,28,.929,7,24,31,21,10,6,11,25,-7
NOP,2/2/18,NOP @ OKC,W,240,114,46,90,.511,13,24,.542,9,13,.692,5,36,41,30,10,2,16,20,14
TOR,2/2/18,TOR vs. POR,W,240,130,46,99,.465,19,40,.475,19,21,.905,17,25,42,21,5,4,6,23,25
SAC,2/3/18,SAC vs. DAL,L,240,99,43,82,.524,8,27,.296,5,6,.833,7,25,32,23,11,3,16,21,-7
HOU,2/3/18,HOU @ CLE,W,240,120,44,93,.473,19,51,.373,13,16,.813,6,47,53,28,6,5,8,19,32
DAL,2/3/18,DAL @ SAC,W,240,106,41,83,.494,13,41,.317,11,14,.786,9,27,36,28,8,0,13,12,7
IND,2/3/18,IND vs. PHI,W,240,100,35,79,.443,9,27,.333,21,25,.840,6,36,42,25,15,8,13,19,8
DET,2/3/18,DET vs. MIA,W,240,111,44,84,.524,9,26,.346,14,17,.824,13,36,49,23,7,5,17,12,4
UTA,2/3/18,UTA @ SAS,W,240,120,39,69,.565,12,23,.522,30,36,.833,5,32,37,26,6,5,17,19,9
MIA,2/3/18,MIA @ DET,L,240,107,44,91,.484,14,36,.389,5,7,.714,7,26,33,30,13,4,11,14,-4
CLE,2/3/18,CLE vs. HOU,L,240,88,34,87,.391,8,30,.267,12,16,.750,5,42,47,22,4,3,11,16,-32
LAC,2/3/18,LAC vs. CHI,W,240,113,40,88,.455,9,25,.360,24,28,.857,10,44,54,23,4,5,13,18,10
SAS,2/3/18,SAS vs. UTA,L,240,111,44,91,.484,10,26,.385,13,18,.722,11,25,36,25,9,5,12,27,-9
ORL,2/3/18,ORL vs. WAS,L,240,98,34,77,.442,10,32,.313,20,22,.909,10,25,35,17,12,4,20,15,-17
MIN,2/3/18,MIN vs. NOP,W,240,118,48,95,.505,10,21,.476,12,16,.750,12,38,50,21,9,3,12,13,11
GSW,2/3/18,GSW @ DEN,L,240,108,43,86,.500,8,31,.258,14,23,.609,11,31,42,28,9,10,13,23,-7
DEN,2/3/18,DEN vs. GSW,W,240,115,39,91,.429,12,29,.414,25,29,.862,16,32,48,28,7,0,15,17,7
PHI,2/3/18,PHI @ IND,L,240,92,33,87,.379,10,32,.313,16,24,.667,15,34,49,21,8,2,18,21,-8
WAS,2/3/18,WAS @ ORL,W,240,115,46,85,.541,7,26,.269,16,18,.889,12,26,38,35,14,6,14,19,17
NOP,2/3/18,NOP @ MIN,L,240,107,42,101,.416,8,33,.242,15,17,.882,18,33,51,23,9,8,13,11,-11
CHI,2/3/18,CHI @ LAC,L,240,103,35,97,.361,12,37,.324,21,21,1.000,13,35,48,22,6,4,11,20,-10
PHX,2/4/18,PHX vs. CHA,L,240,110,41,77,.532,15,29,.517,13,13,1.000,2,37,39,24,4,4,19,25,-5
OKC,2/4/18,OKC vs. LAL,L,240,104,40,89,.449,7,25,.280,17,25,.680,13,33,46,17,13,6,17,18,-4
TOR,2/4/18,TOR vs. MEM,W,240,101,41,89,.461,6,35,.171,13,15,.867,10,34,44,21,13,7,11,20,15
NYK,2/4/18,NYK vs. ATL,L,240,96,41,94,.436,5,23,.217,9,15,.600,16,32,48,16,10,8,15,16,-3
BKN,2/4/18,BKN vs. MIL,L,240,94,37,90,.411,9,29,.310,11,14,.786,11,25,36,25,5,1,9,19,-15
CHA,2/4/18,CHA @ PHX,W,240,115,40,96,.417,10,38,.263,25,29,.862,13,30,43,24,12,6,8,17,5
ATL,2/4/18,ATL @ NYK,W,240,99,35,87,.402,15,33,.455,14,19,.737,13,31,44,25,6,3,16,12,3
BOS,2/4/18,BOS vs. POR,W,240,97,35,85,.412,15,36,.417,12,17,.706,9,42,51,24,3,6,11,16,1
LAL,2/4/18,LAL @ OKC,W,240,108,42,86,.488,13,30,.433,11,18,.611,8,32,40,24,6,7,19,20,4
MEM,2/4/18,MEM @ TOR,L,240,86,29,81,.358,8,25,.320,20,23,.870,13,32,45,17,7,6,19,23,-15
MIL,2/4/18,MIL @ BKN,W,240,109,42,81,.519,8,19,.421,17,21,.810,14,40,54,19,3,7,13,16,15
POR,2/4/18,POR @ BOS,L,240,96,36,91,.396,13,31,.419,11,14,.786,10,36,46,21,4,9,8,17,-1
IND,2/5/18,IND vs. WAS,L,240,102,37,80,.463,12,29,.414,16,25,.640,8,27,35,19,6,2,16,18,-9
DET,2/5/18,DET vs. POR,W,240,111,44,88,.500,15,30,.500,8,12,.667,10,41,51,36,7,4,14,14,20
DEN,2/5/18,DEN vs. CHA,W,240,121,46,81,.568,18,34,.529,11,13,.846,5,36,41,30,10,2,11,15,17
LAC,2/5/18,LAC vs. DAL,W,240,104,42,87,.483,10,27,.370,10,12,.833,5,34,39,28,10,3,13,16,3
WAS,2/5/18,WAS @ IND,W,240,111,45,82,.549,7,25,.280,14,17,.824,7,36,43,29,8,1,14,23,9
UTA,2/5/18,UTA @ NOP,W,240,133,52,89,.584,14,21,.667,15,17,.882,9,36,45,29,6,5,13,18,24
CHI,2/5/18,CHI @ SAC,L,240,98,32,80,.400,14,36,.389,20,24,.833,9,37,46,20,6,1,12,21,-6
ORL,2/5/18,ORL @ MIA,W,240,111,41,84,.488,13,30,.433,16,19,.842,5,34,39,25,8,5,11,26,2
SAC,2/5/18,SAC vs. CHI,W,240,104,37,84,.440,11,32,.344,19,25,.760,9,36,45,22,5,5,11,17,6
DAL,2/5/18,DAL @ LAC,L,240,101,33,80,.413,17,42,.405,18,20,.900,7,31,38,22,5,5,20,23,-3
NOP,2/5/18,NOP vs. UTA,L,240,109,47,93,.505,8,22,.364,7,13,.538,6,24,30,24,10,6,14,15,-24
MIA,2/5/18,MIA vs. ORL,L,240,109,40,93,.430,3,23,.130,26,35,.743,17,36,53,21,5,4,12,19,-2
POR,2/5/18,POR @ DET,L,240,91,37,94,.394,10,33,.303,7,8,.875,13,32,45,18,9,5,13,14,-20
CHA,2/5/18,CHA @ DEN,L,240,104,39,77,.506,11,26,.423,15,24,.625,5,31,36,21,7,1,10,16,-17
PHX,2/6/18,PHX @ LAL,L,240,93,36,94,.383,8,29,.276,13,23,.565,16,32,48,24,4,4,11,18,-19
GSW,2/6/18,GSW vs. OKC,L,240,105,37,76,.487,8,28,.286,23,31,.742,10,35,45,27,7,8,25,24,-20
MIL,2/6/18,MIL @ NYK,W,240,103,37,82,.451,8,26,.308,21,27,.778,8,35,43,23,11,6,14,17,14
WAS,2/6/18,WAS @ PHI,L,240,102,41,93,.441,7,27,.259,13,18,.722,16,23,39,23,14,2,11,18,-13
HOU,2/6/18,HOU @ BKN,W,240,123,45,81,.556,16,33,.485,17,21,.810,8,32,40,16,7,7,11,14,10
CLE,2/6/18,CLE @ ORL,L,240,98,36,84,.429,12,37,.324,14,20,.700,9,27,36,19,4,4,14,24,-18
LAL,2/6/18,LAL vs. PHX,W,240,112,39,83,.470,11,26,.423,23,26,.885,12,44,56,19,7,7,14,21,19
ORL,2/6/18,ORL vs. CLE,W,240,116,46,88,.523,6,22,.273,18,27,.667,12,38,50,27,7,8,12,16,18
MEM,2/6/18,MEM @ ATL,L,240,82,34,79,.430,4,22,.182,10,13,.769,9,28,37,23,7,5,25,24,-26
TOR,2/6/18,TOR vs. BOS,W,240,111,40,80,.500,17,36,.472,14,17,.824,5,35,40,29,10,4,15,18,20
NYK,2/6/18,NYK vs. MIL,L,240,89,37,89,.416,5,23,.217,10,15,.667,11,36,47,20,5,6,17,19,-14
ATL,2/6/18,ATL vs. MEM,W,240,108,42,83,.506,8,25,.320,16,21,.762,8,28,36,29,13,5,13,16,26
BOS,2/6/18,BOS @ TOR,L,240,91,33,83,.398,10,23,.435,15,20,.750,9,29,38,21,3,3,17,19,-20
OKC,2/6/18,OKC @ GSW,W,240,125,44,93,.473,12,31,.387,25,33,.758,10,30,40,17,14,3,12,28,20
PHI,2/6/18,PHI vs. WAS,W,240,115,45,82,.549,14,28,.500,11,14,.786,12,33,45,27,9,4,17,14,13
BKN,2/6/18,BKN vs. HOU,L,240,113,41,85,.482,16,35,.457,15,17,.882,10,27,37,24,8,2,11,17,-10
SAS,2/7/18,SAS @ PHX,W,240,129,46,93,.495,16,32,.500,21,27,.778,14,48,62,26,6,6,12,17,48
MIA,2/7/18,MIA vs. HOU,L,240,101,39,88,.443,13,32,.406,10,12,.833,15,26,41,23,3,3,13,17,-8
PHX,2/7/18,PHX vs. SAS,L,240,81,33,97,.340,3,32,.094,12,18,.667,11,33,44,15,8,4,11,23,-48
MEM,2/7/18,MEM vs. UTA,L,240,88,34,81,.420,8,23,.348,12,16,.750,9,27,36,18,12,5,15,26,-4
MIN,2/7/18,MIN @ CLE,L,265,138,54,93,.581,19,33,.576,11,12,.917,4,31,35,33,7,4,11,19,-2
HOU,2/7/18,HOU @ MIA,W,240,109,38,74,.514,12,31,.387,21,26,.808,4,31,35,16,8,6,9,16,8
BKN,2/7/18,BKN @ DET,L,240,106,39,90,.433,17,51,.333,11,12,.917,8,42,50,33,4,6,19,20,-9
DET,2/7/18,DET vs. BKN,W,240,115,44,92,.478,9,24,.375,18,25,.720,8,38,46,20,10,3,7,12,9
UTA,2/7/18,UTA @ MEM,W,240,92,29,69,.420,6,22,.273,28,33,.848,9,34,43,14,6,4,19,16,4
CLE,2/7/18,CLE vs. MIN,W,265,140,52,88,.591,21,41,.512,15,23,.652,7,34,41,33,5,1,15,21,2
WAS,2/8/18,WAS vs. BOS,L,265,104,38,95,.400,12,26,.462,16,20,.800,17,35,52,28,11,4,20,23,-6
POR,2/8/18,POR vs. CHA,W,265,109,41,90,.456,9,31,.290,18,22,.818,9,48,57,18,7,7,17,19,6
DAL,2/8/18,DAL @ GSW,L,240,103,40,92,.435,9,37,.243,14,17,.824,9,25,34,19,15,7,10,16,-18
ORL,2/8/18,ORL vs. ATL,W,240,100,36,84,.429,9,29,.310,19,22,.864,8,28,36,20,10,6,13,22,2
CHA,2/8/18,CHA @ POR,L,265,103,38,98,.388,13,33,.394,14,17,.824,7,37,44,17,10,3,11,16,-6
ATL,2/8/18,ATL @ ORL,L,240,98,37,87,.425,12,30,.400,12,18,.667,9,37,46,25,4,7,17,23,-2
OKC,2/8/18,OKC @ LAL,L,240,81,32,90,.356,8,34,.235,9,19,.474,17,33,50,16,6,4,13,11,-25
TOR,2/8/18,TOR vs. NYK,W,240,113,43,95,.453,16,43,.372,11,14,.786,9,43,52,31,11,5,8,17,25
GSW,2/8/18,GSW vs. DAL,W,240,121,45,88,.511,14,29,.483,17,20,.850,18,33,51,37,6,7,16,18,18
NYK,2/8/18,NYK @ TOR,L,240,88,33,83,.398,7,27,.259,15,18,.833,5,38,43,19,4,8,15,15,-25
LAL,2/8/18,LAL vs. OKC,W,240,106,42,96,.438,10,31,.323,12,13,.923,13,38,51,28,5,7,8,19,25
BOS,2/8/18,BOS @ WAS,W,265,110,39,84,.464,9,26,.346,23,34,.676,7,38,45,16,9,6,18,20,6
CLE,2/9/18,CLE @ ATL,W,240,123,46,86,.535,15,35,.429,16,24,.667,6,37,43,31,8,4,9,17,16
DEN,2/9/18,DEN @ HOU,L,240,104,42,88,.477,3,28,.107,17,21,.810,7,32,39,25,7,2,10,20,-26
CHA,2/9/18,CHA @ UTA,L,240,94,35,85,.412,9,24,.375,15,19,.789,5,28,33,17,8,2,7,18,-12
CHI,2/9/18,CHI vs. MIN,W,240,114,41,83,.494,9,26,.346,23,30,.767,5,34,39,22,5,4,11,19,1
